"Town","FIPS","Year","Social Security Status","Measure Type","Variable","Value"
"Beacon Falls","0900903250","2009-2013","Without SSI","Percent","Margins of Error",8.1
"Beacon Falls","0900903250","2009-2013","Without SSI","Percent","Social Security Status",72
"Beacon Falls","0900903250","2009-2013","With SSI","Number","Margins of Error",106
"Beacon Falls","0900903250","2009-2013","With SSI","Number","Social Security Status",641
"Beacon Falls","0900903250","2009-2013","With SSI","Percent","Margins of Error",5
"Beacon Falls","0900903250","2009-2013","With SSI","Percent","Social Security Status",28
"Beacon Falls","0900903250","2010-2014","Total","Number","Margins of Error",135
"Beacon Falls","0900903250","2010-2014","Total","Number","Social Security Status",2334
"Beacon Falls","0900903250","2010-2014","Without SSI","Number","Margins of Error",138
"Beacon Falls","0900903250","2010-2014","Without SSI","Number","Social Security Status",1691
"Beacon Falls","0900903250","2010-2014","Without SSI","Percent","Margins of Error",4.2
"Beacon Falls","0900903250","2010-2014","Without SSI","Percent","Social Security Status",72.5
"Beacon Falls","0900903250","2010-2014","With SSI","Number","Margins of Error",91
"Beacon Falls","0900903250","2010-2014","With SSI","Number","Social Security Status",643
"Beacon Falls","0900903250","2010-2014","With SSI","Percent","Margins of Error",3.6
"Beacon Falls","0900903250","2010-2014","With SSI","Percent","Social Security Status",27.5
"Beacon Falls","0900903250","2011-2015","Total","Number","Margins of Error",158
"Beacon Falls","0900903250","2011-2015","Total","Number","Social Security Status",2370
"Beacon Falls","0900903250","2011-2015","Without SSI","Number","Margins of Error",171
"Beacon Falls","0900903250","2011-2015","Without SSI","Number","Social Security Status",1690
"Beacon Falls","0900903250","2011-2015","Without SSI","Percent","Margins of Error",8.6
"Beacon Falls","0900903250","2011-2015","Without SSI","Percent","Social Security Status",71.3
"Beacon Falls","0900903250","2011-2015","With SSI","Number","Margins of Error",119
"Beacon Falls","0900903250","2011-2015","With SSI","Number","Social Security Status",680
"Beacon Falls","0900903250","2011-2015","With SSI","Percent","Margins of Error",5.4
"Beacon Falls","0900903250","2011-2015","With SSI","Percent","Social Security Status",28.7
"Beacon Falls","0900903250","2012-2016","Total","Number","Margins of Error",133
"Beacon Falls","0900903250","2012-2016","Total","Number","Social Security Status",2404
"Beacon Falls","0900903250","2012-2016","Without SSI","Number","Margins of Error",155
"Beacon Falls","0900903250","2012-2016","Without SSI","Number","Social Security Status",1654
"Beacon Falls","0900903250","2012-2016","Without SSI","Percent","Margins of Error",7.5
"Beacon Falls","0900903250","2012-2016","Without SSI","Percent","Social Security Status",68.8
"Beacon Falls","0900903250","2012-2016","With SSI","Number","Margins of Error",114
"Beacon Falls","0900903250","2012-2016","With SSI","Number","Social Security Status",750
"Beacon Falls","0900903250","2012-2016","With SSI","Percent","Margins of Error",5
"Beacon Falls","0900903250","2012-2016","With SSI","Percent","Social Security Status",31.2
"Berlin","0900304300","2006-2010","Total","Number","Margins of Error",236
"Berlin","0900304300","2006-2010","Total","Number","Social Security Status",7467
"Berlin","0900304300","2006-2010","Without SSI","Number","Margins of Error",233
"Berlin","0900304300","2006-2010","Without SSI","Number","Social Security Status",5166
"Berlin","0900304300","2006-2010","Without SSI","Percent","Margins of Error",3.8
"Berlin","0900304300","2006-2010","Without SSI","Percent","Social Security Status",69.2
"Berlin","0900304300","2006-2010","With SSI","Number","Margins of Error",210
"Berlin","0900304300","2006-2010","With SSI","Number","Social Security Status",2301
"Berlin","0900304300","2006-2010","With SSI","Percent","Margins of Error",3
"Berlin","0900304300","2006-2010","With SSI","Percent","Social Security Status",30.8
"Berlin","0900304300","2007-2011","Total","Number","Margins of Error",206
"Berlin","0900304300","2007-2011","Total","Number","Social Security Status",7426
"Berlin","0900304300","2007-2011","Without SSI","Number","Margins of Error",217
"Berlin","0900304300","2007-2011","Without SSI","Number","Social Security Status",5046
"Berlin","0900304300","2007-2011","Without SSI","Percent","Margins of Error",3.5
"Berlin","0900304300","2007-2011","Without SSI","Percent","Social Security Status",68
"Berlin","0900304300","2007-2011","With SSI","Number","Margins of Error",200
"Berlin","0900304300","2007-2011","With SSI","Number","Social Security Status",2380
"Berlin","0900304300","2007-2011","With SSI","Percent","Margins of Error",2.8
"Berlin","0900304300","2007-2011","With SSI","Percent","Social Security Status",32
"Berlin","0900304300","2008-2012","Total","Number","Margins of Error",203
"Berlin","0900304300","2008-2012","Total","Number","Social Security Status",7619
"Berlin","0900304300","2008-2012","Without SSI","Number","Margins of Error",237
"Berlin","0900304300","2008-2012","Without SSI","Number","Social Security Status",5112
"Berlin","0900304300","2008-2012","Without SSI","Percent","Margins of Error",3.6
"Berlin","0900304300","2008-2012","Without SSI","Percent","Social Security Status",67.1
"Berlin","0900304300","2008-2012","With SSI","Number","Margins of Error",194
"Berlin","0900304300","2008-2012","With SSI","Number","Social Security Status",2507
"Berlin","0900304300","2008-2012","With SSI","Percent","Margins of Error",2.7
"Berlin","0900304300","2008-2012","With SSI","Percent","Social Security Status",32.9
"Berlin","0900304300","2009-2013","Total","Number","Margins of Error",239
"Berlin","0900304300","2009-2013","Total","Number","Social Security Status",7592
"Berlin","0900304300","2009-2013","Without SSI","Number","Margins of Error",207
"Berlin","0900304300","2009-2013","Without SSI","Number","Social Security Status",4960
"Berlin","0900304300","2009-2013","Without SSI","Percent","Margins of Error",3.4
"Berlin","0900304300","2009-2013","Without SSI","Percent","Social Security Status",65.3
"Berlin","0900304300","2009-2013","With SSI","Number","Margins of Error",234
"Berlin","0900304300","2009-2013","With SSI","Number","Social Security Status",2632
"Berlin","0900304300","2009-2013","With SSI","Percent","Margins of Error",3.3
"Berlin","0900304300","2009-2013","With SSI","Percent","Social Security Status",34.7
"Berlin","0900304300","2010-2014","Total","Number","Margins of Error",224
"Berlin","0900304300","2010-2014","Total","Number","Social Security Status",7822
"Berlin","0900304300","2010-2014","Without SSI","Number","Margins of Error",220
"Berlin","0900304300","2010-2014","Without SSI","Number","Social Security Status",5112
"Berlin","0900304300","2010-2014","Without SSI","Percent","Margins of Error",2.1
"Berlin","0900304300","2010-2014","Without SSI","Percent","Social Security Status",65.4
"Berlin","0900304300","2010-2014","With SSI","Number","Margins of Error",204
"Berlin","0900304300","2010-2014","With SSI","Number","Social Security Status",2710
"Berlin","0900304300","2010-2014","With SSI","Percent","Margins of Error",2.4
"Berlin","0900304300","2010-2014","With SSI","Percent","Social Security Status",34.6
"Berlin","0900304300","2011-2015","Total","Number","Margins of Error",237
"Berlin","0900304300","2011-2015","Total","Number","Social Security Status",7911
"Berlin","0900304300","2011-2015","Without SSI","Number","Margins of Error",234
"Berlin","0900304300","2011-2015","Without SSI","Number","Social Security Status",5091
"Berlin","0900304300","2011-2015","Without SSI","Percent","Margins of Error",3.5
"Berlin","0900304300","2011-2015","Without SSI","Percent","Social Security Status",64.4
"Berlin","0900304300","2011-2015","With SSI","Number","Margins of Error",199
"Berlin","0900304300","2011-2015","With SSI","Number","Social Security Status",2820
"Berlin","0900304300","2011-2015","With SSI","Percent","Margins of Error",2.7
"Berlin","0900304300","2011-2015","With SSI","Percent","Social Security Status",35.6
"Berlin","0900304300","2012-2016","Total","Number","Margins of Error",234
"Berlin","0900304300","2012-2016","Total","Number","Social Security Status",8034
"Berlin","0900304300","2012-2016","Without SSI","Number","Margins of Error",254
"Berlin","0900304300","2012-2016","Without SSI","Number","Social Security Status",4978
"Berlin","0900304300","2012-2016","Without SSI","Percent","Margins of Error",3.6
"Berlin","0900304300","2012-2016","Without SSI","Percent","Social Security Status",62
"Berlin","0900304300","2012-2016","With SSI","Number","Margins of Error",242
"Berlin","0900304300","2012-2016","With SSI","Number","Social Security Status",3056
"Berlin","0900304300","2012-2016","With SSI","Percent","Margins of Error",3.2
"Berlin","0900304300","2012-2016","With SSI","Percent","Social Security Status",38
"Bethany","0900904580","2006-2010","Total","Number","Margins of Error",72
"Bethany","0900904580","2006-2010","Total","Number","Social Security Status",1888
"Bethany","0900904580","2006-2010","Without SSI","Number","Margins of Error",85
"Bethany","0900904580","2006-2010","Without SSI","Number","Social Security Status",1394
"Bethany","0900904580","2006-2010","Without SSI","Percent","Margins of Error",5.3
"Bethany","0900904580","2006-2010","Without SSI","Percent","Social Security Status",73.8
"Bethany","0900904580","2006-2010","With SSI","Number","Margins of Error",81
"Bethany","0900904580","2006-2010","With SSI","Number","Social Security Status",494
"Bethany","0900904580","2006-2010","With SSI","Percent","Margins of Error",4.4
"Bethany","0900904580","2006-2010","With SSI","Percent","Social Security Status",26.2
"Bethany","0900904580","2007-2011","Total","Number","Margins of Error",79
"Bethany","0900904580","2007-2011","Total","Number","Social Security Status",1916
"Bethany","0900904580","2007-2011","Without SSI","Number","Margins of Error",103
"Bethany","0900904580","2007-2011","Without SSI","Number","Social Security Status",1428
"Bethany","0900904580","2007-2011","Without SSI","Percent","Margins of Error",6.2
"Bethany","0900904580","2007-2011","Without SSI","Percent","Social Security Status",74.5
"Bethany","0900904580","2007-2011","With SSI","Number","Margins of Error",80
"Bethany","0900904580","2007-2011","With SSI","Number","Social Security Status",488
"Bethany","0900904580","2007-2011","With SSI","Percent","Margins of Error",4.3
"Bethany","0900904580","2007-2011","With SSI","Percent","Social Security Status",25.5
"Bethany","0900904580","2008-2012","Total","Number","Margins of Error",80
"Bethany","0900904580","2008-2012","Total","Number","Social Security Status",1915
"Bethany","0900904580","2008-2012","Without SSI","Number","Margins of Error",95
"Bethany","0900904580","2008-2012","Without SSI","Number","Social Security Status",1445
"Bethany","0900904580","2008-2012","Without SSI","Percent","Margins of Error",5.9
"Bethany","0900904580","2008-2012","Without SSI","Percent","Social Security Status",75.5
"Bethany","0900904580","2008-2012","With SSI","Number","Margins of Error",84
"Bethany","0900904580","2008-2012","With SSI","Number","Social Security Status",470
"Bethany","0900904580","2008-2012","With SSI","Percent","Margins of Error",4.5
"Bethany","0900904580","2008-2012","With SSI","Percent","Social Security Status",24.5
"Bethany","0900904580","2009-2013","Total","Number","Margins of Error",92
"Bethany","0900904580","2009-2013","Total","Number","Social Security Status",1976
"Bethany","0900904580","2009-2013","Without SSI","Number","Margins of Error",110
"Bethany","0900904580","2009-2013","Without SSI","Number","Social Security Status",1452
"Bethany","0900904580","2009-2013","Without SSI","Percent","Margins of Error",6.5
"Bethany","0900904580","2009-2013","Without SSI","Percent","Social Security Status",73.5
"Bethany","0900904580","2009-2013","With SSI","Number","Margins of Error",91
"Bethany","0900904580","2009-2013","With SSI","Number","Social Security Status",524
"Bethany","0900904580","2009-2013","With SSI","Percent","Margins of Error",4.8
"Bethany","0900904580","2009-2013","With SSI","Percent","Social Security Status",26.5
"Bethany","0900904580","2010-2014","Total","Number","Margins of Error",93
"Bethany","0900904580","2010-2014","Total","Number","Social Security Status",2034
"Bethany","0900904580","2010-2014","Without SSI","Number","Margins of Error",117
"Bethany","0900904580","2010-2014","Without SSI","Number","Social Security Status",1544
"Bethany","0900904580","2010-2014","Without SSI","Percent","Margins of Error",4.6
"Bethany","0900904580","2010-2014","Without SSI","Percent","Social Security Status",75.9
"Bethany","0900904580","2010-2014","With SSI","Number","Margins of Error",89
"Bethany","0900904580","2010-2014","With SSI","Number","Social Security Status",490
"Bethany","0900904580","2010-2014","With SSI","Percent","Margins of Error",4.2
"Bethany","0900904580","2010-2014","With SSI","Percent","Social Security Status",24.1
"Bethany","0900904580","2011-2015","Total","Number","Margins of Error",105
"Bethany","0900904580","2011-2015","Total","Number","Social Security Status",2042
